DonorUniqueId,DonorPostalCode,DonorAge,MaritalStatus,GenderIdentity,IsMemberFlag,IsAlumnusFlag,IsParentFlag,HasInvolvementFlag,WealthRating,AcademicDegreeLevel,PreferredAddressType,HasEmailFlag,ConsecutiveDonorYears,LastFiscalYearDonation,Donation2FiscalYearsAgo,Donation3FiscalYearsAgo,Donation4FiscalYearsAgo,Donation5FiscalYearsAgo,CurrentFiscalYearDonation,CumulativeDonationAmount,DonorIndicatorFlag.,Region
1282,90610,42,Married,Female,N,N,Y,N,,,HOME,N,0,0,0,0,0,0,0,00,N,California
1283,13062,96,Married,Male,N,Y,N,N,,UB,HOME,N,5,0,1,0,0,0,0,960,Y,New York (Upstate)
1284,90265,49,,Female,N,Y,N,Y,,GM,HOME,Y,0,0,150,0,0,0,0,1500,Y,California
1285,63090,42,Married,Female,N,N,Y,N,,,BUSN,Y,0,0,0,0,0,0,0,00,N,Missouri
1286,70456,24,,Female,N,Y,N,Y,,UB,HOME,N,0,0,0,0,0,0,0,00,N,Louisiana
1287,90265,42,,Male,N,N,N,N,,,HOME,Y,4,0,0,0,0,0,0,2480,Y,California
1288,90265,23,,Female,N,N,N,N,,,HOME,Y,0,0,0,0,0,0,0,00,N,California
1289,92241,42,,Female,N,N,N,N,,,HOME,N,5,0,25,0,0,0,0,12000,Y,California
1290,90265,85,,Male,N,N,N,N,,,HOME,N,0,25,0,0,0,0,0,250,Y,California
1291,7080,42,Married,Male,N,N,Y,N,,,HOME,N,0,0,0,0,0,0,0,610,Y,Louisiana
1292,25571,42,Single,Female,N,N,N,N,2.0,,HOME,N,0,0,0,0,0,0,0,00,N,West Virginia
1293,90265,40,,Female,N,N,N,N,,,HOME,N,0,0,0,0,0,0,0,500,Y,California
1294,25510,78,,Male,N,N,N,N,,,HOME,N,0,0,0,0,0,0,0,8290,Y,West Virginia
1295,90265,42,,Female,N,N,N,N,,,HOME,N,0,0,0,0,0,0,0,00,N,California
1296,79086,42,,Female,N,N,N,N,1.0,,HOME,N,6,0,0,0,0,0,0,250,Y,Texas (northern)
1297,59230,72,,Male,N,N,N,N,,,HOME,N,0,0,0,0,0,0,0,00,N,Montana
1298,90265,42,Married,Uknown,N,N,N,N,,,,N,1,0,0,180,0,0,0,1800,Y,California
1299,29718,37,,Female,N,N,N,N,,,HOME,N,0,0,0,0,0,0,0,3150,Y,South Carolina
1300,90265,42,,Male,N,Y,N,N,,GM,HOME,N,0,0,0,0,0,0,0,2500,Y,California
1301,77705,51,,Female,N,N,N,N,,,HOME,N,0,0,0,0,0,0,0,50,Y,Texas (northern)
1302,78681,47,,Female,N,N,N,N,,,HOME,N,0,0,0,0,0,0,0,4350,Y,Texas (northern)
1303,79406,42,,Male,N,Y,N,N,,UB,,N,0,0,0,0,0,0,0,960,Y,Texas (northern)
1304,23436,42,Single,Male,N,N,N,N,,,HOME,N,1,0,0,0,0,0,400,4000,Y,Virginia
1305,19809,46,,Female,N,N,N,N,,,HOME,N,0,0,0,0,0,0,0,00,N,Delaware
1306,60415,42,,Female,N,N,N,N,,,HOME,N,1,0,0,0,0,0,0,00,N,Illinois
1307,50197,34,,Female,N,N,N,N,,,HOME,Y,0,0,0,0,0,0,0,400,Y,Iowa
1308,58011,83,,Male,N,N,Y,N,4.0,,HOME,Y,0,0,0,0,0,0,0,00,N,North Dakota
1309,27621,42,Single,Male,N,N,N,N,,,,N,0,0,5,0,0,0,0,50,Y,North Carolina
1310,90815,42,,Female,N,N,N,N,,,HOME,N,3,0,0,0,0,0,0,00,N,California
1311,39437,42,,Male,N,N,N,N,,,,N,2,0,0,0,0,0,0,00,N,Mississippi
1312,10108,42,Married,Uknown,N,N,N,Y,,,HOME,N,11,0,0,0,0,100,0,5800,Y,New York (NYC area)
1313,95404,42,Separated,,N,N,Y,N,,,HOME,N,1,0,0,0,180,0,50,2300,Y,California
1314,90265,42,,Female,N,N,N,N,,,HOME,N,1,0,0,0,0,0,0,500,Y,California
1315,21010,42,,Female,N,N,N,N,,,HOME,N,2,0,0,1,0,0,0,10,Y,Maryland
1316,90265,42,Single,Male,N,N,N,N,,,HOME,N,1,0,0,0,0,0,0,2900,Y,California
1317,55336,42,,Female,N,N,N,N,,,HOME,N,1,0,0,0,0,0,0,00,N,Minnesota
1318,56175,82,,Male,N,N,N,N,,,HOME,N,0,0,0,0,0,0,0,00,N,Minnesota
1319,97117,37,,Female,N,Y,N,N,,UB,HOME,Y,0,0,0,0,0,0,0,00,N,Oregon
1320,19373,42,,Male,N,N,N,N,4.0,,HOME,Y,3,0,0,0,125,25,0,1500,Y,Pennsylvania
1321,8094,42,,Female,N,N,N,N,,,HOME,Y,0,0,0,0,0,0,0,7350,Y,Colorado
1322,5874,42,Single,Male,N,N,N,N,,,,N,0,0,0,0,0,0,0,00,N,North Dakota
1323,90265,42,Married,Female,N,N,Y,N,,,HOME,N,0,108,0,0,0,0,0,2250,Y,California
1324,2661,42,,Male,N,N,N,N,,,HOME,N,1,0,0,0,0,0,0,1300,Y,West Virginia
1325,90231,89,Married,Female,N,N,N,N,,,HOME,N,8,0,0,0,0,0,0,24404600,Y,California
1326,30031,42,,Female,N,N,N,N,,,,N,1,0,0,0,0,0,0,00,N,Georgia
1327,83206,42,,Male,N,N,N,N,,,HOME,N,1,0,0,0,0,0,0,00,N,Idaho
1328,6336,33,,Female,N,N,N,N,,,HOME,N,0,0,0,0,0,0,0,00,N,Missouri
1329,76117,51,Married,Female,N,N,Y,Y,,,HOME,Y,2,1,0,0,0,0,0,10,Y,Texas (northern)
1330,90265,29,,Female,N,Y,N,N,,GM,CAMP,Y,0,0,0,0,0,0,0,00,N,California
1331,90265,42,,Female,N,N,N,N,,,HOME,Y,3,0,0,0,0,0,0,440,Y,California
1332,777,42,,Female,N,N,N,N,,,HOME,N,1,1,0,0,0,0,0,10,Y,Texas (northern)
1333,90265,43,,Female,N,N,N,N,,,HOME,N,0,0,0,0,5,0,0,50,Y,California
1334,61024,66,,Male,N,N,N,N,,,HOME,N,0,0,0,0,0,0,0,00,N,Illinois
1335,90265,42,Married,Male,N,N,Y,N,,,HOME,Y,0,0,0,0,0,0,0,00,N,California
1336,90265,42,Married,Male,N,N,Y,N,,,HOME,Y,0,500,0,50,20,0,0,5700,Y,California
1337,77659,42,,Female,N,Y,N,N,,GP,HOME,Y,1,0,0,0,234,0,0,2340,Y,Texas (northern)
1338,80463,42,Single,Female,N,N,N,N,,,,N,1,1,0,0,0,0,0,10,Y,Colorado
1339,90265,28,,Male,N,N,N,N,,,HOME,N,0,0,0,0,0,0,0,00,N,California
1340,90265,42,Married,Male,N,N,N,N,,,HOME,N,1,0,0,1,0,0,0,50,Y,California
1341,60677,42,,Female,N,Y,N,Y,,,,N,0,0,0,0,0,0,0,1500,Y,Illinois
1342,75206,30,,Female,N,N,N,N,,,HOME,N,0,0,0,0,0,0,0,00,N,Texas (northern)
1343,17744,58,,Female,N,N,N,N,,,HOME,N,0,0,144,0,0,0,0,1440,Y,Pennsylvania
1344,95992,42,,Female,N,N,N,N,,,HOME,N,1,0,0,0,0,0,50,500,Y,California
1345,90265,42,,Male,N,N,N,N,,,HOME,N,1,0,0,0,0,0,0,1250,Y,California
1346,56156,42,Married,Male,N,N,N,N,,,HOME,Y,0,0,0,0,0,0,0,1000,Y,Minnesota
1347,55903,30,,Female,N,Y,N,Y,,UB,HOME,Y,1,0,0,0,0,0,0,1000,Y,Minnesota
1348,90265,42,Married,Male,N,N,N,N,,,HOME,N,13,0,0,0,0,290,0,25530,Y,California
1349,66276,42,,Female,N,Y,N,N,,UB,,N,0,0,0,0,0,0,0,00,N,Kansas
1350,58713,33,,Female,N,Y,N,N,1.0,UB,,Y,7,0,0,0,50,0,0,500,Y,North Dakota
1351,13640,42,,Female,N,N,N,N,,,HOME,N,0,0,0,0,0,0,0,430000,Y,New York (Upstate)
1352,66117,76,,Male,N,N,N,N,,,,N,0,0,0,0,0,0,0,00,N,Kansas
1353,20571,64,,Male,N,N,N,N,7.0,,HOME,Y,0,0,0,0,0,0,0,263850,Y,Unknown
1354,9824,30,,Female,N,N,N,N,,,HOME,N,0,0,0,0,0,0,0,00,N,Washington
1355,90265,42,,Male,N,Y,N,N,4.0,UB,HOME,Y,1,0,0,0,0,0,0,500,Y,California
1356,90265,42,,Male,N,N,N,N,,,HOME,N,1,0,0,0,0,0,0,1150,Y,California
1357,55375,42,,Female,N,Y,N,N,,GP,HOME,Y,0,0,0,0,0,0,0,00,N,Minnesota
1358,68355,42,Single,Female,N,N,N,N,,,,N,0,0,0,0,0,0,0,2500,Y,Nebraska
1359,39466,42,Married,Male,N,N,N,N,4.0,,HOME,N,6,0,0,0,0,172,0,1720,Y,Mississippi
1360,30627,42,,Female,N,N,N,N,,,HOME,N,1,0,0,0,0,0,0,00,N,Georgia
1361,65615,42,,Female,N,N,N,Y,,,HOME,N,1,0,0,0,0,0,0,840,Y,Missouri
1362,93638,42,,Female,N,N,N,N,,,,N,1,0,0,0,0,1,220,2210,Y,California
1363,50037,48,,Female,N,N,N,N,,,HOME,N,0,0,0,0,0,0,0,1250,Y,Iowa
1364,90265,42,Single,Female,N,N,N,N,,,HOME,N,0,0,0,0,0,0,75,750,Y,California
1365,90265,42,,Female,N,N,N,N,,,,N,1,0,0,0,0,0,0,50,Y,California
1366,32776,42,,Male,N,Y,N,N,,UB,HOME,N,0,0,0,0,0,0,0,7000,Y,Florida
1367,36444,42,,Male,N,N,Y,N,,,HOME,Y,0,0,0,0,0,0,0,20400,Y,Alabama
1368,90265,42,,Male,N,N,N,Y,,,HOME,Y,1,0,0,0,0,0,0,100,Y,California
1369,90265,42,,Female,N,N,N,N,1.0,,HOME,Y,1,0,0,0,0,0,0,1220,Y,California
1370,97861,42,,Male,N,Y,N,N,,GM,HOME,Y,0,0,0,0,0,0,0,750,Y,Oregon
1371,90265,42,Married,Male,N,N,N,N,,,HOME,N,1,0,0,100,0,0,0,1000,Y,California
1372,90265,42,,Female,N,Y,N,N,,UB,HOME,Y,3,0,0,0,0,0,0,00,N,California
1373,19073,42,,Male,N,N,N,N,,,,N,1,0,0,0,0,0,0,00,N,Pennsylvania
1374,53080,42,,Male,N,N,N,N,,,HOME,N,3,0,0,0,0,0,500,5000,Y,Wisconsin
1375,87144,29,,Male,N,Y,N,N,,,HOME,Y,1,100,0,0,0,0,0,1000,Y,New Mexico
1376,59860,50,,Male,N,N,N,N,,,HOME,N,0,0,0,0,0,0,0,00,N,Montana
1377,30568,42,,Male,N,N,N,N,,,,N,1,0,0,0,0,0,0,00,N,Georgia
1378,95836,42,Single,Male,N,N,N,N,,,,N,1,0,0,0,0,0,0,00,N,California
1379,19099,42,Married,Female,N,Y,N,Y,,UB,HOME,N,3,0,0,1,0,0,0,10,Y,Pennsylvania
1380,78050,42,,Female,N,Y,N,Y,,GM,HOME,N,1,0,0,250,500,0,0,7500,Y,Texas (northern)
1381,29170,29,,Male,N,Y,N,Y,,UB,HOME,Y,0,0,0,0,0,0,0,00,N,South Carolina
1382,49590,42,,Female,N,N,N,Y,,,HOME,N,25,0,0,0,0,0,0,38190,Y,Michigan
1383,90265,42,Single,Female,N,N,N,N,,,HOME,N,1,0,0,0,0,0,0,00,N,California
1384,60442,48,,Female,N,N,N,N,,,HOME,N,0,360,0,0,40,0,0,4000,Y,Illinois
1385,90265,42,,Female,N,Y,N,Y,,GM,HOME,Y,1,0,0,0,0,0,0,1600,Y,California
1386,29834,42,,Female,N,N,N,N,,,HOME,N,1,0,0,88,0,0,0,880,Y,South Carolina
1387,75652,42,,Female,N,N,N,Y,,,HOME,N,3,0,0,0,0,0,0,250,Y,Texas (northern)
1388,90265,42,,Male,N,N,N,Y,,,HOME,N,11,0,0,0,0,100,0,123090,Y,California
1389,27014,42,,Female,N,N,N,N,,,HOME,N,5,0,0,0,0,0,0,50,Y,North Carolina
1390,90265,59,,Male,N,N,N,N,,,HOME,N,0,0,0,0,0,0,0,650,Y,California
1391,55738,42,Married,Male,N,N,Y,N,,,HOME,Y,0,0,0,0,0,0,0,00,N,Minnesota
1392,95457,42,Married,Male,N,N,N,N,,,HOME,N,1,0,0,0,0,0,0,00,N,California
1393,90265,42,,Female,N,N,N,Y,2.0,,,N,2,0,0,0,0,0,0,00,N,California
1394,25988,42,,Male,N,N,N,N,,,HOME,Y,1,0,0,0,0,0,0,00,N,West Virginia
1395,53593,29,,Male,N,Y,N,Y,,UB,HOME,Y,3,0,0,0,0,0,80,800,Y,Wisconsin
1396,88521,42,,Female,N,N,N,N,,,HOME,N,1,0,0,0,0,0,0,16670,Y,Unknown
1397,97121,59,Married,Female,N,N,N,N,,,HOME,N,6,0,0,0,0,0,0,36740,Y,Oregon
1398,10925,42,Married,Female,N,N,N,N,,,HOME,N,0,0,1,0,0,0,0,1300,Y,New York (NYC area)
1399,62019,42,,Male,N,N,N,N,,,HOME,N,1,0,0,0,0,0,0,200,Y,Illinois
1400,14624,42,,Female,N,N,N,Y,,,HOME,N,1,0,0,0,0,0,0,00,N,New York (Upstate)
1401,36317,42,Married,Male,N,N,Y,N,,,HOME,Y,0,0,0,0,0,0,0,2000,Y,Alabama
1402,28430,41,,Female,N,Y,N,N,3.0,UB,HOME,N,1,0,0,0,0,0,0,1300,Y,North Carolina
1403,90265,42,Married,Male,N,N,N,N,,,HOME,N,1,0,0,0,0,0,0,920,Y,California
1404,10039,36,,Female,N,Y,N,Y,,UB,,Y,0,0,0,0,0,0,0,00,N,New York (NYC area)
1405,90265,49,,Male,N,N,N,N,,,HOME,N,0,0,0,0,0,0,0,00,N,California
1406,96224,42,Married,Female,N,N,N,N,,,HOME,N,0,0,0,0,0,0,0,00,N,Unknown
1407,62501,42,Single,Male,N,N,N,N,,,,N,0,0,0,0,0,0,0,1500,Y,Illinois
1408,65770,42,,Male,N,Y,N,N,,GM,,N,1,0,0,0,0,0,0,840,Y,Missouri
1409,78884,42,,Male,N,N,N,N,,,HOME,N,1,0,0,0,0,0,0,3000,Y,Texas (northern)
1410,95039,42,,Female,N,N,N,N,,,HOME,N,1,0,0,0,0,0,0,50,Y,California
1411,95668,36,,Male,N,Y,N,Y,,GD,HOME,Y,1,0,0,0,0,0,0,00,N,California
1412,15260,42,,Male,N,Y,N,N,,,HOME,Y,1,0,0,0,0,0,0,00,N,Pennsylvania
1413,48749,75,,Male,N,N,N,N,,,HOME,N,0,20,0,0,0,0,0,200,Y,Michigan
1414,70506,42,,Male,N,N,N,N,,,HOME,N,0,0,0,0,0,0,0,00,N,Louisiana
1415,65102,42,Married,Male,N,Y,N,Y,5.0,UB,BUSN,Y,5,0,0,0,0,200,0,2000,Y,Missouri
1416,34251,40,,Female,N,N,N,N,,,HOME,N,0,0,0,0,0,0,0,00,N,Florida
1417,90265,42,,Male,N,N,N,Y,,,HOME,N,0,50,0,0,0,0,0,500,Y,California
1418,40033,43,,Male,N,Y,N,Y,,UB,HOME,N,1,0,0,0,0,0,0,12500,Y,Kentucky
1419,92226,42,Married,Female,N,N,Y,N,,,HOME,Y,0,0,0,0,0,0,0,00,N,California
1420,7677,42,,Male,N,N,N,N,,,HOME,N,1,0,0,0,0,0,0,00,N,Texas (northern)
1421,87101,42,,Male,N,N,N,N,,,,N,1,0,0,0,0,0,0,00,N,New Mexico
1422,90265,71,Single,Female,N,Y,N,Y,,UB,HOME,Y,8,0,0,0,6,25,1,60800,Y,California
1423,90265,42,,Female,N,N,N,N,,,HOME,N,1,0,0,0,0,0,0,400,Y,California
1424,33563,49,,Female,N,Y,N,N,1.0,GM,HOME,Y,0,0,0,0,0,0,0,00,N,Florida
1425,90265,56,,Male,N,Y,N,Y,,GM,HOME,Y,1,0,0,0,0,0,0,00,N,California
1426,9303,42,,Male,N,N,N,Y,2.0,,HOME,Y,5,0,0,0,0,0,0,00,N,California
1427,90895,43,,Female,N,N,N,N,,,HOME,N,0,0,0,0,0,0,0,00,N,California
1428,53091,42,Married,Male,N,N,Y,N,,,HOME,Y,0,0,0,0,0,0,0,4500,Y,Wisconsin
1429,90265,42,,Female,N,N,N,N,,,,N,2,0,0,0,0,0,0,00,N,California
1430,78550,81,,Female,N,N,N,Y,,,HOME,N,0,100,0,0,0,0,0,1000,Y,Texas (northern)
1431,62534,42,,Female,N,Y,N,N,,UB,,N,0,0,90,0,0,0,0,900,Y,Illinois
1432,27820,57,,Male,N,Y,N,N,,GM,,N,1,0,5,0,300,0,0,3050,Y,North Carolina
1433,69349,42,,Male,N,N,N,N,,,HOME,N,1,0,0,0,0,0,0,00,N,Nebraska
1434,90265,42,,Male,N,N,N,N,1.0,,HOME,N,1,0,0,0,0,0,0,00,N,California
1435,23125,42,,Male,N,N,N,N,,,,N,1,0,0,0,0,0,0,00,N,Virginia
1436,27265,78,,Male,N,N,N,N,,,HOME,N,0,0,0,0,0,0,0,300,Y,North Carolina
1437,6505,42,,Male,N,N,N,N,,,HOME,N,1,0,0,0,0,0,0,3230,Y,Missouri
1438,90265,42,,Male,N,N,N,N,,,HOME,N,0,0,0,0,0,0,0,30000,Y,California
1439,90265,36,,Female,N,Y,N,Y,,GM,HOME,Y,1,0,0,0,100,0,0,1000,Y,California
1440,90265,31,,Male,N,Y,N,N,,,HOME,Y,0,0,0,0,0,0,0,500,Y,California
1441,901,42,,Male,N,N,N,N,,,HOME,N,1,0,0,0,0,0,0,580,Y,California
1442,90265,42,Married,Male,N,N,Y,N,3.0,,HOME,Y,0,0,0,0,0,0,0,400,Y,California
1443,25247,42,,Male,N,N,N,N,,,HOME,N,2,0,0,140,0,0,0,1400,Y,West Virginia
1444,24613,42,,Female,N,N,Y,N,,,HOME,Y,0,0,0,0,0,0,0,00,N,Virginia
1445,88558,42,,Male,N,Y,N,Y,,GM,HOME,Y,1,0,0,0,0,0,0,18750,Y,Unknown
1446,96070,42,Single,Female,N,N,N,N,,,,N,0,0,0,0,0,0,0,00,N,California
1447,84304,58,,Male,N,N,N,N,,,HOME,N,0,0,0,0,0,0,0,00,N,Utah
1448,93433,42,Married,Female,N,N,Y,N,,,HOME,N,0,0,0,0,0,0,0,10750,Y,California
1449,90265,42,,Female,N,N,N,Y,,,,N,0,0,0,0,0,0,0,1200,Y,California
1450,98292,42,Married,Male,N,N,Y,N,,,HOME,Y,0,0,50,0,0,0,0,650,Y,Washington
1451,90265,42,Married,Female,N,N,Y,Y,3.0,,HOME,Y,0,0,0,0,100,0,0,1000,Y,California
1452,41083,61,,Male,N,N,N,Y,,,HOME,Y,5,0,0,0,0,20,1,500,Y,Kentucky
1453,29218,42,Married,Male,N,N,N,N,,,HOME,N,0,0,0,0,0,0,0,00,N,South Carolina
1454,33187,42,,Male,N,N,N,N,,,HOME,N,1,200,0,6,0,0,0,2060,Y,Florida
1455,90265,42,,Male,N,N,N,N,,,HOME,N,1,0,0,0,0,0,0,50600,Y,California
1456,5210,63,,Female,N,N,N,N,2.0,,HOME,Y,0,0,0,0,0,0,0,00,N,Iowa
1457,40592,42,Single,Uknown,N,N,N,Y,,,HOME,N,0,0,0,0,0,0,0,00,N,Kentucky
1458,60623,42,,Female,N,N,N,Y,,,HOME,N,1,0,0,0,0,0,0,00,N,Illinois
1459,28240,43,,Male,N,Y,N,Y,,GM,HOME,Y,0,0,0,0,0,0,0,650,Y,North Carolina
1460,49625,38,,Female,N,Y,N,Y,,GP,HOME,N,0,0,0,0,0,0,0,00,N,Michigan
1461,74026,42,,Male,N,N,N,N,,,HOME,N,1,0,0,0,0,0,0,00,N,Oklahoma
1462,90265,51,,Female,N,N,N,N,,,HOME,N,0,0,0,0,0,0,0,00,N,California
1463,32702,42,,Male,N,N,N,N,,,HOME,Y,8,0,45,0,0,0,0,75220,Y,Florida
1464,90265,31,,Female,N,N,N,N,,,,N,0,0,0,0,0,0,0,1000,Y,California
1465,56087,42,Married,Female,N,N,N,N,,,HOME,N,0,0,0,0,0,0,0,00,N,Minnesota
1466,90265,42,,Male,N,N,N,N,,,HOME,N,1,0,0,0,0,0,132,1320,Y,California
1467,99568,42,,Female,N,N,N,N,,,HOME,N,2,0,0,0,0,0,0,100,Y,Alaska
1468,28521,42,,Male,N,N,N,N,,,,N,0,0,0,0,0,0,0,00,N,North Carolina
1469,20424,42,Married,Male,N,N,Y,N,,,HOME,Y,0,0,0,0,0,0,110,1100,Y,Unknown
1470,4364,42,,Female,N,N,N,N,,,HOME,Y,1,0,0,0,0,0,0,00,N,Ohio
1471,90265,42,,Female,N,N,N,N,,,HOME,N,1,0,0,0,0,0,0,00,N,California
1472,53793,21,,Female,N,Y,N,N,,,HOME,N,0,0,0,0,0,0,0,100,Y,Wisconsin
1473,26520,42,Married,Male,N,N,N,N,,,HOME,N,0,0,250,240,0,0,0,20750,Y,West Virginia
1474,18437,42,,Female,N,Y,N,Y,,UB,,N,0,0,0,0,0,0,0,00,N,Pennsylvania
1475,95321,42,,Female,N,N,N,N,,,HOME,N,1,0,0,0,0,0,0,00,N,California
1476,55376,65,Married,Male,N,Y,N,Y,,UB,,N,1,0,0,0,0,0,0,00,N,Minnesota
1477,97267,42,Divorced,,N,N,N,N,,,HOME,Y,0,0,0,0,0,0,0,8000,Y,Oregon
1478,90265,42,,Female,N,Y,N,N,,GM,,Y,0,0,0,0,0,0,300,3000,Y,California
1479,49021,42,Married,Female,N,N,N,N,,,HOME,N,0,0,0,0,0,0,0,50,Y,Michigan
1480,18817,37,,Female,N,N,N,N,,,HOME,Y,0,0,0,0,0,0,0,10,Y,Pennsylvania
1481,12024,42,Married,Female,N,N,N,N,,,HOME,N,3,0,0,0,0,0,0,00,N,New York (Upstate)
1482,76471,81,,Female,N,N,N,N,,,HOME,N,0,0,0,0,0,0,0,00,N,Texas (northern)
1483,90265,42,,Female,N,Y,N,N,,,HOME,Y,0,0,0,0,0,0,0,4790,Y,California
1484,15827,45,,Female,N,N,N,Y,,,HOME,Y,0,0,0,0,0,0,0,00,N,Pennsylvania
1485,43446,42,Single,Uknown,N,N,N,N,2.0,,,N,0,1,0,0,0,0,0,10,Y,Ohio
1486,2327,42,Single,Male,N,N,N,N,,,,N,0,0,0,0,0,0,0,00,N,Virginia
1487,76105,48,Married,Female,N,Y,N,Y,,UB,HOME,Y,14,0,0,0,0,0,0,9500,Y,Texas (northern)
1488,9051,42,,Male,N,N,N,N,,,HOME,Y,1,0,15,0,0,0,0,150,Y,California
1489,57474,42,Widowed,Female,N,N,N,N,,,HOME,N,2,0,100,153,0,30,0,2830,Y,South Dakota
1490,32145,42,Married,Male,N,N,N,N,,,,N,2,0,0,0,0,0,0,150,Y,Florida
1491,57577,42,Married,Male,N,N,N,N,,,HOME,N,0,0,0,0,0,0,0,00,N,South Dakota
1492,5801,71,,Female,N,N,N,N,,,HOME,N,0,0,0,0,0,0,0,00,N,North Dakota
1493,40355,42,Married,Female,N,N,N,Y,,,HOME,Y,4,0,0,0,0,400,0,4000,Y,Kentucky
1494,62762,42,Married,Male,N,N,N,N,,,HOME,N,0,0,0,0,0,0,0,10400,Y,Illinois
1495,76177,42,,Male,N,N,N,N,,,HOME,N,3,0,0,0,0,0,0,00,N,Texas (northern)
1496,24151,42,Married,Female,N,N,N,N,,,HOME,N,1,0,0,0,0,0,0,5030,Y,Virginia
1497,61415,42,Single,Male,N,N,N,N,,,,N,0,0,0,0,0,0,0,30,Y,Illinois
1498,38875,42,Married,Female,N,N,N,N,,,HOME,N,0,0,0,0,0,0,20,400,Y,Mississippi
1499,27968,47,,Female,N,N,N,N,,,HOME,Y,0,0,0,0,0,0,0,7750,Y,North Carolina
1500,63338,42,Married,Male,N,N,N,N,,,HOME,N,0,0,0,0,0,0,0,350,Y,Missouri
1501,32720,45,,Male,N,Y,Y,N,,,HOME,Y,1,0,0,0,50,0,0,500,Y,Florida
1502,8610,26,,Female,N,N,N,N,,,CAMP,Y,0,0,0,0,0,0,0,00,N,Arizona
1503,90265,42,Single,Male,N,N,N,N,,,,N,0,0,150,200,0,0,0,3500,Y,California
1504,80832,58,,Female,N,Y,N,Y,,UB,HOME,N,1,0,0,0,0,0,0,700,Y,Colorado
1505,97033,42,,Male,N,N,N,Y,,,HOME,N,0,0,0,0,0,0,0,00,N,Oregon
1506,60928,70,,Female,N,N,N,N,,,HOME,N,0,0,0,0,0,0,0,00,N,Illinois
1507,7621,42,,Male,N,N,N,Y,,,HOME,N,3,0,0,0,0,0,0,00,N,Texas (northern)
1508,53012,38,,Male,N,Y,N,Y,2.0,GM,HOME,Y,0,0,0,0,60,0,0,600,Y,Wisconsin
1509,90265,34,,Female,N,N,N,N,,,HOME,N,0,0,0,0,0,0,0,00,N,California
1510,90265,42,,Female,N,N,N,N,,,HOME,N,1,0,0,0,30,0,0,300,Y,California
1511,34334,42,,Male,N,Y,N,N,,GM,,N,0,0,0,0,0,0,0,00,N,Florida
1512,27533,31,,Male,N,N,N,N,,,HOME,Y,0,0,0,0,0,0,25,500,Y,North Carolina
1513,90265,42,,Male,N,N,N,N,,,,N,1,0,0,0,0,0,0,00,N,California
1514,64153,42,Married,Male,N,N,Y,N,,,,N,0,0,0,0,0,0,0,00,N,Missouri
1515,51460,57,,Male,N,N,N,N,4.0,,HOME,N,0,0,70,0,0,0,0,700,Y,Iowa
1516,97253,42,Married,Male,N,N,Y,N,,,BUSN,Y,0,0,0,0,0,0,0,00,N,Oregon
1517,53132,42,,Male,N,N,N,Y,,,HOME,N,7,100,0,1,25,0,0,1650,Y,Wisconsin
1518,36571,45,,Male,N,Y,N,Y,,GM,HOME,Y,0,0,0,0,0,0,0,00,N,Alabama
1519,95605,39,,Male,N,Y,N,Y,,UB,HOME,N,1,0,0,0,1,0,0,500,Y,California
1520,36748,42,,Male,N,N,N,N,,,HOME,Y,2,0,0,0,0,0,0,00,N,Alabama
1521,90265,42,,Male,N,N,N,N,,,HOME,N,1,0,0,0,0,0,0,260,Y,California
1522,90265,42,Single,Male,N,N,N,N,,,,N,0,195,1,0,0,0,0,1960,Y,California
1523,64778,24,,Female,N,N,N,N,,,HOME,N,0,40,0,0,0,0,0,400,Y,Missouri
1524,62254,42,Married,Male,N,N,Y,N,,,HOME,Y,0,0,0,0,0,0,0,250,Y,Illinois
1525,32818,42,Married,Male,N,N,Y,N,,,HOME,N,0,0,0,0,0,0,0,13440,Y,Florida
1526,30031,42,Single,Uknown,N,N,N,Y,,,HOME,N,0,0,0,0,0,0,0,00,N,Georgia
1527,25625,42,,Female,N,Y,N,Y,,GM,HOME,N,0,0,0,0,0,0,0,00,N,West Virginia
1528,78108,90,,Male,N,N,N,N,,,HOME,N,0,0,0,0,0,0,0,00,N,Texas (northern)
1529,90265,55,,Female,N,N,N,N,,,HOME,N,0,20,0,0,0,0,0,200,Y,California
1530,90265,46,,Female,N,N,N,N,,,HOME,N,0,0,800,0,500,0,0,13000,Y,California
1531,90265,42,,Female,N,N,N,N,3.0,,HOME,N,1,0,0,0,0,0,0,00,N,California
1532,65302,42,Married,Male,N,Y,N,Y,,UB,HOME,Y,4,50,0,0,0,0,0,500,Y,Missouri
1533,75007,92,,Male,N,N,N,N,,,HOME,N,0,0,0,0,0,0,0,00,N,Texas (northern)
1534,30414,42,,Male,N,N,N,N,1.0,,HOME,Y,2,0,0,0,0,0,0,00,N,Georgia
1535,22192,42,,Female,N,N,N,N,,,HOME,Y,0,0,0,0,0,0,0,10,Y,Virginia
1536,16134,42,,Male,N,N,N,N,,,HOME,Y,1,0,0,0,0,0,0,00,N,Pennsylvania
1537,79904,42,Single,Female,N,N,N,N,2.0,,HOME,Y,0,120,0,0,0,0,0,1200,Y,Texas (northern)
1538,87701,31,,Female,N,N,N,N,,,HOME,N,0,0,0,0,0,0,0,00,N,New Mexico
1539,75020,61,,Male,N,N,N,N,,,HOME,N,0,0,0,0,0,0,0,7000,Y,Texas (northern)
